Comments,Labels
Queeny Diana to enkor pareil😄😆🤣😅,0
Kiran Hanzary to kne tw,0
Si pa truve loll ou a truve atma.,0
ARRÊTE VINE EMBÊTE SA BANNE DIMOUNE MALADE LA DÉJÀ ASTERLA TO DIRE ZOT FAIRE VACCIN QUI PAS MÊME TESTÉ ZOT AVANT SI ZOT POSITIVE OU NÉGATIVE CE VRAIMENT N'IMPORTE QUOI,0
"Pou moi C pas le vaccin le problem, mais sa formulaire ki zot pe fer signer la. Le PM bizin prend sa au serieux.",0
Mamode Rafiq Bheenick bien dit bye formulaire q grand problem la pa vaccin,0
Comier kass zot ine gagner pu koz menti??? 😕😣 Met la vie innocent en danger!!! Ban Dr mem pli grand danger!!,0
Bann ki ena complication asthmatic ..leprossion.. bronchit.. eski zot safe avek sa vaccin la,0
To sure ki to p dir la doc shamloll??,0
Si to ti ena cv lor to la tet mo ti k pav al fer vaccin la😏,0
Kifer dimoune bizin signe consent form ? Eski gouvernement maurice Pena confiance avek sa vaccin ki zot ine gaigne cado c’est pour cela?,0
Pourtant mo cardiologue dire moi pas faire bien bizarr tout ca,0
Déjà nu dans bese laisse nu trankil aide nu à remote nu moral pas vine décourage nu bon dieu même pas pe écoute nu tout vini déclare bel specialist,0
Grand grand chercheur spécialisé dans la médecine pas capave assurer vaccin so efficacité lot vini lot dire ou cmo sa comsa fairfoot zot pas koner,0
"Dir fran gagn droit mais li "" at your own risk """,0
"DR SHAMLOLL FINE GAGNE ALZHEMER, DR SHAMLOLL FER VACCIN LÀ TOI EK TO BANNES FAMILLES AVANT GUETTE VACCIN KI SO L""EFFET LOR ZOTTES LE CORPS AVANT, APRÈS DR SHAMLOLL TO VINE DONNE NOUS CONSEILLE KI BIZIN FER PARCEKI DR SHAMLOLL TO PAS KAPAVE VINNE METTE LA VIE SA BANNES DIMOUNES LÀ ENCORE PLI EN DANGER ...",0
"Jete un coudeuil enba
To pou kone couma to pou resemble sans cheveux",0
Consent form la zot pa p dir naneir,0
In change refrein la la bizin ré al écoute bien ou p rode dimunier nou nou trop bcp trop de Bouches à nourrir 😂👂🤔🤔🤔,0
Comien tone rempli dan to poche pu mank sa ici.,0
Demane li si li pou responsabilité si arive nou kite soz kan nou fini faire vaccin la . Faire li signé li si,0
B kifr tne dir sa..... kifr tne dir sa bondier toi???😂😂😂😂😂😂,0
Tang p sorti dn troo,0
Li ENA toupé pou vine dire sa l'or média zot pe zouer ar la vie dimoune zot pe rode envoyé tous banne cardiaque ek diabète manzer arrêté ar zot couyounade Vaccin la,0
Surement li em kin fabrik sa vaccin la,0
En tout ka moi non,0
"li p faire canvassing pou li mem pou qui li gagne beaucoup malade
come sa li pou faire beaucoup case quo pou permet li al sejourne a Disney land en famille",0
Pas pe oblige personne fer vaccin.iu decider si ou envie.chaquene so opinion.sa meme ena ene consent form.pe vine pile lor docteur parcequi zot plis expert zot .,0
"Moi mo diabetique,mone faire vaccin et tous ine passe correct,pas fine gagne la fievre ou douleur,mais mo ena mo ban cam ine gagne ti la fievre et jour apres zot ok.",0
MO dire Dr la MO Faire vaccin la si MO Gagne kitsoz li Vin dedomage moi dire li PA jouer bouree,0
Nepli comprend. P vine folle r sa bne la. Ene coup dire x ene lot coup dir y... ki vrai pas coner🤔🙄😒😔😭,0
Met ene vaccin dans to trou maille shamlo,0
Bien quel sont les composant du vaccin docter et ou vraiment ocourant des c q ena dans vaccin la,0
Ok b n kidney donor alors li osi kpave fair vaccin la,0
Hey al kasitte to p declare expert coumadir twa kin fabrik sa.,0
Finalment tou dimoune kav faire vaccin..mais zis maurice pena problem et lot pays banla fou zot p aret vaccin la.,0
MERCI BIEN DOC. AU MOIN MO FINE GAGNE ENE BON NEWS KI PAS BIZIN DEBAT,0
Banne ki asmatic capav fer vaccin,0
Sa in mangé sa comie zor in donne toi,0
Thierry Joseph 3 millions sa,0
Et mo sure et certain q docter LA pas pour repone,0
Il est tombé sur la tête celui la,0
Thanks Doc! precise and up to the point!👏🏼,0
Non merci mo deja diabetique asmatique ek anemie ..,0
Bisin ena WAP pu fer vaccine. Cote dimune seki ena problem cardiac pu alle fer vaccine? Gov panne donne asser information.,0
Eta ki to pé rode toui tout dimounn toi doc toi ta oubien eli and son,0
Jumeau jugathpal sa sana ti zoreil pou li pas encore vine longue aster li p apran koz menti,0
"M pna virus r moi ,,p met antivirus r moi !",0
Oui tout capave se faire vaccinner! Facile! Du moment to signer eh bein nimporte ki lichien vine dire toi to capave fer vaccin puisque to meme pas pu capave poursuivre li apres.,0
Arv Arvind ask him kifer line dire sa.. Bondié li,0
Denis Cheekoussen eh bein ouii.. Stratégie sa,0
Smita Beekharry 🤣 🤣 🤣 🤣 🤣 🤣 non mo envi dir li dernier bout la moi to pa bondieu b....,0
Diabetic cardiac vacciner apres nous crever to merde toi,0
Laaa tou docteur pu dir piquer la bon la....,0
கேசவன் முருக்கியா kan banela ouvert frontier to alle reste lor montagne zozo..ou p zouer la ou .,0
Ti moment fer ti moment pas fer ene badinage ca pou zotte,0
Mooginee Rungasamy ztte p rod cobayes😅,0
Ki model Dr toi ..man pour humain meme,0
Vellen Appavoo V li mem ki en charge Cardiac Centre Dan lopital Civil fek gagne promotion sa,0
Et pour Les patients asthmatique ????,0
Al ferfoute ! Ki zot p pran dimoun ?,0
I like Dr. Samloll intervention he was on the spot,0
Moi jai fais mon Vaccin AstraZeneca mo prefere ene vaccin Mo pas oule Mort avec Covid,0
Any St Medar b ou p alr mort pli bien la madame avec tout respect sa vaccin la pour instant ou pas pu gagne narien mais dans 5 mois ou plus ou commence gagne bann sytome,0
Pas grave min fils medecin mo prefer Mort are vaccin Qui Mort avec Covid,0
Any St Medar ok que Dieu vous donne le paradis,0
Incha Allah,0
Really? Good then!,0
Tou ban sham fer twa lol....premier sham mathoora ek so 6 km aster ggne sanla 🤣🤣🤣,0
Mo ti pnC jagatpal sa,0
To coco pike,0
Et peuvent signer la forme aussi.,0
"Doc lire sa apres ou zaza svp merci:
Réflexions du Prof. Christian PERRONNE sur le vaccin contre le Covid-19
Chef du service des Maladies infectieuses et tropicales de l’Hôpital de Garches - FRANCE Texte complet ICI

« …les premiers « vaccins » qu’on nous propose ne sont pas des vaccins, mais des produits de thérapie génique. On va injecter des acides nucléiques qui provoqueront la fabrication d’éléments du virus par nos propres cellules. On ne connait absolument pas les conséquences de cette injection, car c’est une première chez l’homme ».

« …ainsi un ARN étranger à notre corps et administré par injection pourrait coder pour de l’ADN, tout aussi étranger, qui peut alors s’intégrer dans nos chromosomes. Il existe donc un risque réel de transformer nos gènes définitivement. Il y a aussi la possibilité, par la modification des acides nucléiques de nos ovules ou spermatozoïdes, de transmettre ces modifications génétiques à nos enfants ».

« Les personnes qui font la promotion de ces thérapies géniques, faussement appelées « vaccins » sont des apprentis sorciers et prennent les Français et plus généralement les citoyens du monde, pour des cobayes ».

« Je suis d’autant plus horrifié que j’ai toujours été en faveur des vaccins et que j’ai présidé pendant des années des instances élaborant la politique vaccinale. Aujourd’hui, il faut dire stop à ce plan extrêmement inquiétant. Louis Pasteur doit se retourner dans sa tombe.

La science, l’éthique médicale et par-dessus tout le bon sens doivent reprendre le dessus ».",0
"Enfin nepli cone.. Tu Doctr pe per pu dir franc..
Lais fini fer sa 2em dose vaccin, lerla nu pu cone..",0
"Cardiaque 😬, asterr mo vilain",0
Merci,0
Oomesh Shamlollspot on!,0
Fabiola Dalayla Laboucherie Wen Jen Zairah Delayla,0
bez sa,0
Ala li avoy zot tu manger,0
Sa japatpal so demi frer sa,0
Hishaam Soydan pa demi sa trois quart sa,0
Prouve nou sa avan,0
Tikesh,0
You make me die,0
pagla bhagat,0
Hv already gone it.,0
Dan Maurice tou dimoune Docter,0
Fer li To mm mo pa le,0
Thks,0
Khushi Shamloll,0
Jaabir,0
Aster zot mort pli vite,0
Cindy Boncoeur net.... 🤣🤣🤣🤣,0
Cindy Boncoeur ecoute mo décé coco. Pas blier dire sa ki ti ene bon dimoun 😂,0
To fine simik docteur,0
Nobin Rishini check sa,0
Pravi Jug Singh lesli mo ac ena problm r boug la papa ooo lamem li p re malad la. Ici sa madam ti cot moi lot fois la ine fer li encre malad,0
E avant fer sa fer toi sign sipa ki papier pren to resposabiliT si to malad donc veu dir ena kelkechose ki cloche lolzz,0
"Rishini Nobin Wei zot p fer toi sign form la
Less li mo mor cumsa sa mem",0
Sanjana C. Juhora,0
T knei bousou,0
Ravish ẞëñZømā to kne tamokass,0
Sanjana C. Juhora,0
Ravish ẞëñZømā,0
Couma dire p avoy labbatoir,0
Karlita Lecordier ahahah varla to rappelle kan nou ti pou alle fr test covid la?,0
Joyce Hennequin,0
Ashou Reva Reva,0
Ashvin Pokhunram oui bro,0
GOUVERNMENT PE PREND MAURICIEN POU COBAILLE,0
धन्यवाद,0
धन्यवाद,0
Ak Il,0
Jagatpal so frere,0
That smile though 😏,0
Louise Marie Achille,0
Thanks DOC.,0
Sakir Nilkuntee,0
Ketten Ramdoyal,0
Ketten Ramdoyal,0
P fr ale alabatoire sa,0
to nom p dir zis tou 😂,0
Reflechi bien avan faire sa vacin la,0
Steve Steeve Dupré,0
Ene lot snela.. Jagatpal to frer sa 😂😂,0
Very informative Doc 👍,0
Heerah Singh Ramburuth watch video of doctor Gunesh then tell me if its informative or contradictory,0
🙄,0
Dr shamloll bien expliker.,0
Julien de Robillard,0
Amen,0
Mohammed Hassarup,0
Li fou sa,0
Proof of research plz,0
Fabiola Elza 😱😱🤦‍♀️🤦‍♀️🙊🙊🤷‍♂️🤷‍♂️,0
Yona Kenny Philippe,0
Fabiola Elza,0
Sylvana Govinden,0
"Et tous les autres commerçants qui souffrent?? 2 ans travaux métro ine ferme mo commerce et faire moi faire faillite dans Beau Bassin. Mone laguerre pendant 2 ans malgré promesses compensations et narnier pane gagner !!! Après nous noune gagne covid ek confinement 2 fois. Et lerla marsanfs légumes Ti faire fortune l'or nous le dos. Azordi malgré tout, ou pe vane ou légumes trankil mais un peu moins et ou le ene compensation ??? 😠😠",0
Beatrice Bijoux Bellepeau pas fini prix 1 pomme ine vine prix 2 pomme avant covid!!! Alors mo pas trop croire zot p faire la perte!!,0
Beatrice Bijoux Bellepeau vendre légumes un peu moins mais BEAUCOUP plus cher,0
Ki fer bizin aide marchand fruit et legumes zot p kpav travay dimune p acheter malgre prix exorbitant zot pa honte zot p achete legumes bon marche r planter et zot p van 3 a 4 fois pli cher.ena dimune in gagne 1 banane pa travay ditou pa p rode aide.avec tous le respect FERMEZ rest trankil.,0
Padiachy Navin,0
"Padiachy Navin astère zotte souffert kan tou ti korect zotte ti p faire dominère avec consomateur vanne zotte fruit pli cher e zotte plaigné. Si zordi nou p arrivé ene situation pareille tou sa la a cause banne dimoune coumsa même toujour rode faire Di tort zotte prochain. Tou commerce koumsa même, prix monter kan demande zotte zotte dire à koze kovid e avan zotte dire euro ou livre sterlin inn monter. Dire MRA allé faire ene lenkett lor zotte revenu. Zordi marsan dholl puri /farata/pomme de terre/oignon millionaire e zotte gagne toupet vinne dire situation dan baize.",0
"ou kone Bouss OU Boss???
ena enP leker humain.dn ou..",0
Ritesh Akkooloo fami r li,0
"Mo pas content critique dimounes mais la boss ou fort, compensation pou marsan legumes?.",0
Ithier Tony zot p travail p gagn casse plis ki planteur apre zot p rod compensation,0
"Lily Jane meritocratie, a maurice, bizin fer ene sondage gete komie morisiens konne sa mot la ki signifier.",0
Ithier Tony apadu pe fou? Pime d amoo rs 97.50? P rod compensation.,0
"11 mois zot tire la vie ek consommateurs...nou pena compensation pou dominere zot faire.. alle nimport cot sa dans moris, nek check prix légumes.. prix actuels = prix avant confinement x 3...",0
Lasenn lor Dan li cou p demann compensation... Semenn dernier 1 marsan légume dir ziss vendredi linn fer Rs100 000 la vente. P rod compensation mem?! Roder bout...,0
Sandrine Esther 24kara coment zot connais 😂😂😂😂🤦‍♂️,0
Sandrine Esther normal p croire lecole ici. Tous moyen bon pou zot gagne plis Kas....,0
They are selling vegetable at a higher price and still they looking forward for compensation. That's a shame.,0
"Ahmad Khay I agree the majority of these vegetable sellers are taking the population for a ride.Compensation,a big joke, they should send some of their ill earned earnings to the Government",0
Len Roos well said 👍👍👍,0
"Len Roos I went to buy onions this morning, the vegetable seller told me 25rs lbs. I said what? Do you know the price is fixed at 20rs lbs?Then she said yes take it. They are trying to steal people in watever way they can.",0
"Ahmad Khay Sorry to say this,but the poor Mauritian population is mercilessly speculated by the majority of these vegetable sellers.They have no morals and find every excuse to rip the population off.",0
Kan Marchand legum p vendre legum extra Cher sa ou pas trouve,0
Abou Bujhoo lerla li paye consomateur li,0
Ban marchand fruit et legumes p tir la vie et zot ena toupe rod compensation. Petit Pomme orange p vend 2pcs pour rs25 legumes prix exagere,0
"How much they contribute?????? To the government. During confinement most of them have got triple compensation.
Au lieu aide ban dimoune zot mette la main Dan's la gorge.
Gramatin ene marchand dire moi rs10 ene banane......",0
Pna pou donne zot aukun compensation après ki zot ine mange la vie tout dimoune,0
James Le Roi marchad legume p met lamain dan la goz dimoune ki p rodè enkr zamain zt acè zt pour lemoment zt mem ki pe dr case la,0
Ase do..zoto fer mine dor r zot prix zot p vane légume la..apres vine rode compensation..,0
Marchand legumes???? Ou fer riez chacha.,0
Bizin fer 1 lalist ban ONG donne banla..dans plass zot pe zette ban produit la...zot gaigne impe benediction...,0
Bon nou le consonmateur nou demandons un compasation au gouvernement pour pouvoir payé les legumes avec des prix exorbitants que nous avons payer.,0
Alle gete komier dominer pe fer r ban mizer apre pe rod compensation get prix legume la,0
Marchant légumes pas pauvre sa tout sa dominer qui zot faire avec dimoune la ou marchant ou travaille ane journée ou ramasse l'argent 1ans ou pe vine raconte histoires arrêtez faire la gourmandise.ena ou camarade qui vraiment pena nanier pou zot manger plus dominer qui zot pena dans tout légumes ena covid 19 zot ine profiter nous encors pe pay qui chose cher hé marchant aller casiette trop c trop😡🤬,0
Pena mot pou decrire sa bougue la😡😡😡,0
Zot pane fini tire compensation lor prix légumes pendant confinement ? 🤔,0
"Lauren Dacruz bizin pran ene loan avan to al.kot Marchand legumes el fruit aster,ene melon l'eau p vende Rs800😳😳",0
"Soobrayen Clavin Rs 1050, moi mone trouvé 1 melon d'eau, Marchand la dire moi li special sa.",0
Desiree Aliamben melon D'or sa😀,0
Soobrayen Clavin to bien dire,0
"Li pe faire riyer , ene comics ça !!!! Non
Li ar so banne collège, zot pas assez tiré la vie augmente prix faire casse lors le dos dimounne dans ene crise pareil !!! Li gagne pou demande l’argent.",0
Quand ti p manger la bouche plein personne pa vinn lor réseau sociaux vinn dir nou in fer 1 mari profit la quand zot dan treize zot vinn fer koné en plus to mem ti p la guerre pou tir Marchand ambulants dan Port Louis sa mem ki appelle la roue tourne,0
